mep_id,name,country,party
"4395","Mario Mantovani","Italy","European Conservatives and Reformists Group"
"256922","Marion Maréchal","France","European Conservatives and Reformists Group"
"197429","Marion Walsmann","Germany","Group of the European People's Party (Christian Democrats)"
"91636","Marit Maij","Kingdom of the Netherlands","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"257056","Mariusz Kamiński","Poland","European Conservatives and Reformists Group"
"256815","Marjan Šarec","Slovenia","Renew Europe Group"
"260035","Marko Vešligaj","Croatia","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"128483","Markus Buchheit","Germany","Europe of Sovereign Nations Group"
"1917","Markus Ferber","Germany","Group of the European People's Party (Christian Democrats)"
"197549","Markéta Gregorová","Czech Republic","Group of the Greens/European Free Alliance"
"257077","Marlena Maląg","Poland","European Conservatives and Reformists Group"
"210480","Marta Temido","Portugal","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"257046","Marta Wcisło","Poland","Group of the European People's Party (Christian Democrats)"
"197770","Martin Hojsík","Slovakia","Renew Europe Group"
"96752","Martin Häusling","Germany","Group of the Greens/European Free Alliance"
"190517","Martin Schirdewan","Germany",""
"124834","Martin Sonneborn","Germany",""
"249603","Martine Kemp","Luxembourg","Group of the European People's Party (Christian Democrats)"
"125670","Massimiliano Salini","Italy","Group of the European People's Party (Christian Democrats)"
"219652","Matej Tonin","Slovenia","Group of the European People's Party (Christian Democrats)"
"197691","Mathilde Androuët","France","Patriots for Europe Group"
"233862","Matjaž Nemec","Slovenia","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"257121","Matteo Ricci","Italy","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"237465","Matthias Ecke","Germany","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"256875","Matthieu Valet","France","Patriots for Europe Group"
"257055","Małgorzata Gosiewska","Poland","European Conservatives and Reformists Group"
"124736","Merja Kyllönen","Finland",""
"197449","Michael Bloss","Germany","Group of the Greens/European Free Alliance"
"2341","Michael Gahler","Germany","Group of the European People's Party (Christian Democrats)"
"257300","Michael McNamara","Ireland","Renew Europe Group"
"256966","Michael von der Schulenburg","Germany",""
"197769","Michal Wiezik","Slovakia","Renew Europe Group"
"257037","Michał Kobosko","Poland","Renew Europe Group"
"257026","Michał Szczerba","Poland","Group of the European People's Party (Christian Democrats)"
"257045","Michał Wawrykiewicz","Poland","Group of the European People's Party (Christian Democrats)"
"257150","Michele Picaro","Italy","European Conservatives and Reformists Group"
"198183","Mihai Tudose","Romania","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"256810","Mika Aaltola","Finland","Group of the European People's Party (Christian Democrats)"
"249982","Milan Mazurek","Slovakia","Europe of Sovereign Nations Group"
"197763","Milan Uhrík","Slovakia","Europe of Sovereign Nations Group"
"96933","Milan Zver","Slovenia","Group of the European People's Party (Christian Democrats)"
"257024","Mireia Borrás Pabón","Spain","Patriots for Europe Group"
"204336","Miriam Lexmann","Slovakia","Group of the European People's Party (Christian Democrats)"
"257049","Mirosława Nykiel","Poland","Group of the European People's Party (Christian Democrats)"
"197782","Mohammed Chahim","Kingdom of the Netherlands","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"23868","Monika Beňová","Slovakia",""
"96780","Monika Hohlmeier","Germany","Group of the European People's Party (Christian Democrats)"
"197445","Moritz Körner","Germany","Renew Europe Group"
"96709","Morten Løkkegaard","Kingdom of Denmark","Renew Europe Group"
"197500","Mounir Satouri","France","Group of the Greens/European Free Alliance"
"256899","Murielle Laurent","France","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"256874","Mélanie Disdier","France","Patriots for Europe Group"
"256915","Mélissa Camara","France","Group of the Greens/European Free Alliance"
"256916","Mārtiņš Staķis","Latvia","Group of the Greens/European Free Alliance"
"197722","Nacho Sánchez Amor","Spain","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"72779","Nadine Morano","France","Group of the European People's Party (Christian Democrats)"
"197494","Nathalie Loiseau","France","Renew Europe Group"
"256964","Nela Riehl","Germany","Group of the Greens/European Free Alliance"
"197412","Niclas Herbst","Germany","Group of the European People's Party (Christian Democrats)"
"197820","Nicola Procaccini","Italy","European Conservatives and Reformists Group"
"28419","Nicola Zingaretti","Italy","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"58766","Nicolae Ștefănuță","Romania","Group of the Greens/European Free Alliance"
"124760","Nicolas Bay","France","European Conservatives and Reformists Group"
"197718","Nicolás González Casares","Spain","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"257040","Nicolás Pascual de la Parte","Spain","Group of the European People's Party (Christian Democrats)"
"257033","Niels Flemming Hansen","Kingdom of Denmark","Group of the European People's Party (Christian Democrats)"
"101585","Niels Fuglsang","Kingdom of Denmark","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"251874","Niels Geuking","Germany","Group of the European People's Party (Christian Democrats)"
"256852","Nikola Bartůšek","Czech Republic","Patriots for Europe Group"
"257259","Nikola Minchev","Bulgaria","Renew Europe Group"
"256823","Nikolas Farantouris","Greece",""
"204129","Nikolina Brnjac","Croatia","Group of the European People's Party (Christian Democrats)"
"256952","Nikos Pappas","Greece",""
"197810","Nils Ušakovs","Latvia","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"257296","Nina Carberry","Ireland","Group of the European People's Party (Christian Democrats)"
"257022","Nora Junco","Spain","European Conservatives and Reformists Group"
"204418","Nora Mebarek","France","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"124808","Norbert Lins","Germany","Group of the European People's Party (Christian Democrats)"
"256987","Oihane Agirregoitia","Spain","Renew Europe Group"
"256979","Oliver Schenk","Germany","Group of the European People's Party (Christian Democrats)"
"197463","Olivier Chastel","Belgium","Renew Europe Group"
"256851","Ondřej Dostál","Czech Republic",""
"197528","Ondřej Knotek","Czech Republic","Patriots for Europe Group"
"256846","Ondřej Kolář","Czech Republic","Group of the European People's Party (Christian Democrats)"
"256845","Ondřej Krutílek","Czech Republic","European Conservatives and Reformists Group"
"96808","Pablo Arias Echeverría","Spain","Group of the European People's Party (Christian Democrats)"
"101039","Paolo Borchia","Italy","Patriots for Europe Group"
"257144","Paolo Inselvini","Italy","European Conservatives and Reformists Group"
"24922","Pascal Arimont","Belgium","Group of the European People's Party (Christian Democrats)"
"96711","Pascal Canfin","France","Renew Europe Group"
"256877","Pascale Piera","France","Patriots for Europe Group"
"257133","Pasquale Tridico","Italy",""
"197516","Patryk Jaki","Poland","European Conservatives and Reformists Group"
"256809","Paulius Saudargas","Lithuania","Group of the European People's Party (Christian Democrats)"
"257078","Paulo Cunha","Portugal","Group of the European People's Party (Christian Democrats)"
"257048","Paulo do Nascimento Cabral","Portugal","Group of the European People's Party (Christian Democrats)"
"256804","Pekka Toveri","Finland","Group of the European People's Party (Christian Democrats)"
"257023","Per Clausen","Kingdom of Denmark",""
"197684","Pernando Barrena","Spain",""
"113523","Peter Agius","Malta","Group of the European People's Party (Christian Democrats)"
"256928","Petr Bystron","Germany","Europe of Sovereign Nations Group"
"220897","Petra Steger","Austria","Patriots for Europe Group"
"124766","Petras Auštrevičius","Lithuania","Renew Europe Group"
"256808","Petras Gražulis","Lithuania","Europe of Sovereign Nations Group"
"197687","Philippe Olivier","France","Patriots for Europe Group"
"257727","Pierfrancesco Maran","Italy","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"256898","Pierre Jouvet","France","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"256893","Pierre Pimpie","France","Patriots for Europe Group"
"200345","Pierre-Romain Thionnet","France","Patriots for Europe Group"
"197607","Pietro Fiocchi","Italy","European Conservatives and Reformists Group"
"28390","Pilar del Castillo","Spain","Group of the European People's Party (Christian Democrats)"
"257080","Piotr Müller","Poland","European Conservatives and Reformists Group"
"256855","Pál Szekeres","Hungary","Patriots for Europe Group"
"197398","Pär Holmgren","Sweden","Group of the Greens/European Free Alliance"
"256868","Péter Magyar","Hungary","Group of the European People's Party (Christian Democrats)"
"256998","Rachel Blom","Kingdom of the Netherlands","Patriots for Europe Group"
"257262","Rada Laykova","Bulgaria","Europe of Sovereign Nations Group"
"197839","Radan Kanev","Bulgaria","Group of the European People's Party (Christian Democrats)"
"197825","Raffaele Stancanelli","Italy","Patriots for Europe Group"
"257148","Raffaele Topo","Italy","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"197425","Ralf Seekatz","Germany","Group of the European People's Party (Christian Democrats)"
"197694","Raphaël Glucksmann","France","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"256970","Raquel García Hermida-van der Walle","Kingdom of the Netherlands","Renew Europe Group"
"197840","Rasa Juknevičienė","Lithuania","Group of the European People's Party (Christian Democrats)"
"197448","Rasmus Andresen","Germany","Group of the Greens/European Free Alliance"
"257044","Rasmus Nordqvist","Kingdom of Denmark","Group of the Greens/European Free Alliance"
"257030","Raúl de la Hoz Quintano","Spain","Group of the European People's Party (Christian Democrats)"
"257237","Regina Doherty","Ireland","Group of the European People's Party (Christian Democrats)"
"220896","Reinhold Lopatka","Austria","Group of the European People's Party (Christian Democrats)"
"256978","Reinier van Lanschot","Kingdom of the Netherlands","Group of the Greens/European Free Alliance"
"256907","Reinis Pozņaks","Latvia","European Conservatives and Reformists Group"
"256929","René Aust","Germany","Europe of Sovereign Nations Group"
"229839","René Repasi","Germany","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"220871","Rihards Kols","Latvia","European Conservatives and Reformists Group"
"204449","Riho Terras","Estonia","Group of the European People's Party (Christian Democrats)"
"256912","Rima Hassan","France",""
"197498","Robert Biedroń","Poland","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"118859","Roberta Metsola","Malta","Group of the European People's Party (Christian Democrats)"
"257125","Roberto Vannacci","Italy","Patriots for Europe Group"
"28615","Roberts Zīle","Latvia","European Conservatives and Reformists Group"
"256888","Rody Tolassy","France","Patriots for Europe Group"
"198176","Roman Haider","Austria","Patriots for Europe Group"
"112747","Romana Jerković","Croatia","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"125104","Romana Tomc","Slovenia","Group of the European People's Party (Christian Democrats)"
"96811","Rosa Estaràs","Spain","Group of the European People's Party (Christian Democrats)"
"256890","Rudi Kennes","Belgium",""
"257104","Ruggero Razza","Italy","European Conservatives and Reformists Group"
"25758","Ruth Firmenich","Germany",""
"96756","Sabine Verheyen","Germany","Group of the European People's Party (Christian Democrats)"
"256935","Sabrina Repp","Germany","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"256829","Sakis Arnaoutoglou","Greece","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"204333","Salvatore De Meo","Italy","Group of the European People's Party (Christian Democrats)"
"125325","Sander Smit","Kingdom of the Netherlands","Group of the European People's Party (Christian Democrats)"
"256997","Sandra Gómez López","Spain","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"96934","Sandra Kalniete","Latvia","Group of the European People's Party (Christian Democrats)"
"204419","Sandro Gozi","France","Renew Europe Group"
"257170","Sandro Ruotolo","Italy","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"256924","Sarah Knafo","France","Europe of Sovereign Nations Group"
"197470","Saskia Bricmont","Belgium","Group of the Greens/European Free Alliance"
"256991","Sebastiaan Stöteler","Kingdom of the Netherlands","Patriots for Europe Group"
"256961","Sebastian Everding","Germany",""
"256996","Sebastian Kruis","Kingdom of the Netherlands","Patriots for Europe Group"
"256806","Sebastian Tynkkynen","Finland","European Conservatives and Reformists Group"
"257081","Sebastião Bugalho","Portugal","Group of the European People's Party (Christian Democrats)"
"197460","Sergey Lagodinsky","Germany","Group of the Greens/European Free Alliance"
"4746","Sergio Berlato","Italy","European Conservatives and Reformists Group"
"96668","Seán Kelly","Ireland","Group of the European People's Party (Christian Democrats)"
"256960","Sibylle Berg","Germany",""
"197578","Silvia Sardone","Italy","Patriots for Europe Group"
"257088","Sofie Eriksson","Sweden","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"256831","Sophia Kircher","Austria","Group of the European People's Party (Christian Democrats)"
"220801","Sophie Wilmès","Belgium","Renew Europe Group"
"257255","Stanislav Stoyanov","Bulgaria","Europe of Sovereign Nations Group"
"257062","Stanisław Tyszka","Poland","Europe of Sovereign Nations Group"
"197410","Stefan Berger","Germany","Group of the European People's Party (Christian Democrats)"
"256973","Stefan Köhler","Germany","Group of the European People's Party (Christian Democrats)"
"257108","Stefano Bonaccini","Italy","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"257096","Stefano Cavedagna","Italy","European Conservatives and Reformists Group"
"257000","Stephen Nikola Bartulica","Croatia","European Conservatives and Reformists Group"
"257020","Stine Bosse","Kingdom of Denmark","Renew Europe Group"
"197581","Stéphanie Yon-Courtin","France","Renew Europe Group"
"202036","Sunčana Glavak","Croatia","Group of the European People's Party (Christian Democrats)"
"197784","Susana Solís Pérez","Spain","Group of the European People's Party (Christian Democrats)"
"197786","Susanna Ceccardi","Italy","Patriots for Europe Group"
"197497","Sven Mikser","Estonia","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"197426","Sven Simon","Germany","Group of the European People's Party (Christian Democrats)"
"197444","Svenja Hahn","Germany","Renew Europe Group"
"257079","Sérgio Gonçalves","Portugal","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"257065","Sérgio Humberto","Portugal","Group of the European People's Party (Christian Democrats)"
"261796","Séverine Werbrouck","France","Patriots for Europe Group"
"96826","Tamás Deutsch","Hungary","Patriots for Europe Group"
"257256","Taner Kabilov","Bulgaria",""
"103381","Terry Reintke","Germany","Group of the Greens/European Free Alliance"
"197623","Thierry Mariani","France","Patriots for Europe Group"
"218347","Thijs Reuten","Kingdom of the Netherlands","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"256936","Thomas Bajada","Malta","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"256939","Thomas Geisel","Germany",""
"256903","Thomas Pellerin-Carlin","France","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"190464","Thomas Waitz","Austria","Group of the Greens/European Free Alliance"
"257054","Tiago Moreira de Sá","Portugal","Patriots for Europe Group"
"185619","Tiemo Wölken","Germany","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"193292","Tilly Metz","Luxembourg","Group of the Greens/European Free Alliance"
"197772","Tineke Strik","Kingdom of the Netherlands","Group of the Greens/European Free Alliance"
"256938","Tobias Cremer","Germany","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"257073","Tobiasz Bocheński","Poland","European Conservatives and Reformists Group"
"197778","Tom Berendsen","Kingdom of the Netherlands","Group of the European People's Party (Christian Democrats)"
"185771","Tom Vandendriessche","Belgium","Patriots for Europe Group"
"197402","Tomas Tobé","Sweden","Group of the European People's Party (Christian Democrats)"
"257072","Tomasz Buczek","Poland","Patriots for Europe Group"
"190574","Tomasz Froelich","Germany","Europe of Sovereign Nations Group"
"197417","Tomislav Sokol","Croatia","Group of the European People's Party (Christian Democrats)"
"261038","Tomáš Kubín","Czech Republic","Patriots for Europe Group"
"124713","Tomáš Zdechovský","Czech Republic","Group of the European People's Party (Christian Democrats)"
"256981","Ton Diepeveen","Kingdom of the Netherlands","Patriots for Europe Group"
"112744","Tonino Picula","Croatia","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"197845","Tsvetelina Penkova","Bulgaria","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"4267","Udo Bullmann","Germany","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"129073","Urmas Paet","Estonia","Renew Europe Group"
"257135","Valentina Palmisano","Italy",""
"256886","Valérie Deloge","France","Patriots for Europe Group"
"256870","Valérie Devaux","France","Renew Europe Group"
"135511","Valérie Hayer","France","Renew Europe Group"
"33998","Vasile Dîncu","Romania","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"256974","Verena Mertens","Germany","Group of the European People's Party (Christian Democrats)"
"257014","Veronika Cifrová Ostrihoňová","Slovakia","Renew Europe Group"
"197552","Veronika Vrecionová","Czech Republic","European Conservatives and Reformists Group"
"88882","Victor Negrescu","Romania","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"256857","Viktória Ferenc","Hungary","Patriots for Europe Group"
"96681","Vilija Blinkevičiūtė","Lithuania","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"256909","Vilis Krištopans","Latvia","Patriots for Europe Group"
"197802","Ville Niinistö","Finland","Group of the Greens/European Free Alliance"
"111412","Villy Søvndal","Kingdom of Denmark","Group of the Greens/European Free Alliance"
"197627","Virginie Joron","France","Patriots for Europe Group"
"201945","Virginijus Sinkevičius","Lithuania","Group of the Greens/European Free Alliance"
"256937","Vivien Costanzo","Germany","Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"
"256813","Vladimir Prebilič","Slovenia","Group of the Greens/European Free Alliance"
"267485","Volker Schnurrbusch","Germany","Europe of Sovereign Nations Group"
"99878","Waldemar Buda","Poland","European Conservatives and Reformists Group"
"96697","Waldemar Tomaszewski","Lithuania","European Conservatives and Reformists Group"
"256887","Wouter Beke","Belgium","Group of the European People's Party (Christian Democrats)"
"30482","Younous Omarjee","France",""
"256879","Yvan Verougstraete","Belgium","Renew Europe Group"
"256814","Zala Tomašič","Slovenia","Group of the European People's Party (Christian Democrats)"
"256863","Zoltán Tarr","Hungary","Group of the European People's Party (Christian Democrats)"
"257457","Zsuzsanna Borvendég","Hungary","Europe of Sovereign Nations Group"
"197468","Özlem Demirel","Germany",""
"257013","Ľubica Karvašová","Slovakia","Renew Europe Group"
"257010","Ľudovít Ódor","Slovakia","Renew Europe Group"
"197523","Łukasz Kohut","Poland","Group of the European People's Party (Christian Democrats)"
"185341","Željana Zovko","Croatia","Group of the European People's Party (Christian Democrats)"
