vote_id,vote_date,title,result,olp_stage,total_for,total_against,total_abstain,source_url
172886,2025-03-13 12:13:56,Social and employment aspects of restructuring processes: the need to protect jobs and workers’ rights,ADOPTED,,404,204,15,https://www.europarl.europa.eu/plenary/en/votes/172886.xml
172887,2025-03-13 12:14:06,Social and employment aspects of restructuring processes: the need to protect jobs and workers’ rights,REJECTED,,279,313,19,https://www.europarl.europa.eu/plenary/en/votes/172887.xml
172888,2025-03-13 12:14:15,Social and employment aspects of restructuring processes: the need to protect jobs and workers’ rights,ADOPTED,,604,9,8,https://www.europarl.europa.eu/plenary/en/votes/172888.xml
172889,2025-03-13 12:14:25,Social and employment aspects of restructuring processes: the need to protect jobs and workers’ rights,REJECTED,,258,284,83,https://www.europarl.europa.eu/plenary/en/votes/172889.xml
172890,2025-03-13 12:14:35,Social and employment aspects of restructuring processes: the need to protect jobs and workers’ rights,ADOPTED,,473,141,14,https://www.europarl.europa.eu/plenary/en/votes/172890.xml
172891,2025-03-13 12:14:45,Social and employment aspects of restructuring processes: the need to protect jobs and workers’ rights,ADOPTED,,429,175,22,https://www.europarl.europa.eu/plenary/en/votes/172891.xml
172892,2025-03-13 12:14:54,Social and employment aspects of restructuring processes: the need to protect jobs and workers’ rights,ADOPTED,,549,63,8,https://www.europarl.europa.eu/plenary/en/votes/172892.xml
172912,2025-03-13 12:16:45,Social and employment aspects of restructuring processes: the need to protect jobs and workers’ rights,ADOPTED,,440,137,45,https://www.europarl.europa.eu/plenary/en/votes/172912.xml
172913,2025-03-13 12:16:56,Social and employment aspects of restructuring processes: the need to protect jobs and workers’ rights,REJECTED,,278,326,19,https://www.europarl.europa.eu/plenary/en/votes/172913.xml
172922,2025-03-13 12:18:10,Social and employment aspects of restructuring processes: the need to protect jobs and workers’ rights,ADOPTED,,558,25,40,https://www.europarl.europa.eu/plenary/en/votes/172922.xml
172923,2025-03-13 12:18:19,Social and employment aspects of restructuring processes: the need to protect jobs and workers’ rights,ADOPTED,,307,272,38,https://www.europarl.europa.eu/plenary/en/votes/172923.xml
172924,2025-03-13 12:18:29,Social and employment aspects of restructuring processes: the need to protect jobs and workers’ rights,ADOPTED,,385,137,96,https://www.europarl.europa.eu/plenary/en/votes/172924.xml
172925,2025-03-13 12:18:39,Social and employment aspects of restructuring processes: the need to protect jobs and workers’ rights,ADOPTED,,322,218,77,https://www.europarl.europa.eu/plenary/en/votes/172925.xml
172927,2025-03-13 12:18:58,Social and employment aspects of restructuring processes: the need to protect jobs and workers’ rights,ADOPTED,,284,273,57,https://www.europarl.europa.eu/plenary/en/votes/172927.xml
172995,2025-03-13 12:08:12,"Democracy and human rights in Thailand, notably the lese-majesty law and the deportation of Uyghur refugees",ADOPTED,,482,57,68,https://www.europarl.europa.eu/plenary/en/votes/172995.xml
172998,2025-03-13 12:08:43,"Severe political, humanitarian and human rights crisis in Sudan, in particular the sexual violence and child rape",ADOPTED,,499,88,27,https://www.europarl.europa.eu/plenary/en/votes/172998.xml
172999,2025-03-13 12:08:56,"Severe political, humanitarian and human rights crisis in Sudan, in particular the sexual violence and child rape",REJECTED,,177,400,41,https://www.europarl.europa.eu/plenary/en/votes/172999.xml
173000,2025-03-13 12:09:08,"Severe political, humanitarian and human rights crisis in Sudan, in particular the sexual violence and child rape",REJECTED,,113,443,61,https://www.europarl.europa.eu/plenary/en/votes/173000.xml
173001,2025-03-13 12:09:19,"Severe political, humanitarian and human rights crisis in Sudan, in particular the sexual violence and child rape",ADOPTED,,575,7,35,https://www.europarl.europa.eu/plenary/en/votes/173001.xml
173002,2025-03-13 12:09:44,"Unlawful detention and sham trials of Armenian hostages, including high-ranking political representatives from Nagorno-Karabakh, by Azerbaijan",REJECTED,,226,306,51,https://www.europarl.europa.eu/plenary/en/votes/173002.xml
173003,2025-03-13 12:09:56,"Unlawful detention and sham trials of Armenian hostages, including high-ranking political representatives from Nagorno-Karabakh, by Azerbaijan",REJECTED,,165,439,5,https://www.europarl.europa.eu/plenary/en/votes/173003.xml
173005,2025-03-13 12:10:19,"Unlawful detention and sham trials of Armenian hostages, including high-ranking political representatives from Nagorno-Karabakh, by Azerbaijan",ADOPTED,,464,115,39,https://www.europarl.europa.eu/plenary/en/votes/173005.xml
173006,2025-03-13 12:10:29,"Unlawful detention and sham trials of Armenian hostages, including high-ranking political representatives from Nagorno-Karabakh, by Azerbaijan",ADOPTED,,496,42,75,https://www.europarl.europa.eu/plenary/en/votes/173006.xml
173008,2025-03-13 12:12:30,"Unlawful detention and sham trials of Armenian hostages, including high-ranking political representatives from Nagorno-Karabakh, by Azerbaijan",ADOPTED,,523,3,84,https://www.europarl.europa.eu/plenary/en/votes/173008.xml
173686,2025-04-02 12:30:34,EU-Bosnia and Herzegovina Agreement: cooperation between Eurojust and the authorities of Bosnia and Herzegovina competent for judicial cooperation in criminal matters,ADOPTED,,619,9,45,https://www.europarl.europa.eu/plenary/en/votes/173686.xml
173687,2025-04-02 12:29:16,Protocol on the Implementation of the Fisheries Partnership Agreement between the European Community and the Republic of Guinea-Bissau (2024-2029),ADOPTED,,518,104,61,https://www.europarl.europa.eu/plenary/en/votes/173687.xml
173688,2025-04-02 12:27:26,Agreements on Financial Mechanisms for the period May 2021 - April 2028 (EEA: EU-Iceland-Liechtenstein-Norway; Norwegian: EU-Norway); Additional Protocols to EEC-Norway Agreement and to EEC-Iceland Agreement,ADOPTED,,528,121,32,https://www.europarl.europa.eu/plenary/en/votes/173688.xml
173690,2025-04-01 12:15:12,Macro-financial assistance to Jordan,ADOPTED,OLP_FIRST_READING,571,59,46,https://www.europarl.europa.eu/plenary/en/votes/173690.xml
173691,2025-04-01 12:11:33,Re-attribution of scientific and technical tasks to the European Chemicals Agency,ADOPTED,OLP_FIRST_READING,482,110,81,https://www.europarl.europa.eu/plenary/en/votes/173691.xml
173693,2025-04-01 12:12:31,Re-attribution of scientific and technical tasks and improving cooperation among Union agencies in the area of chemicals,ADOPTED,OLP_FIRST_READING,486,171,18,https://www.europarl.europa.eu/plenary/en/votes/173693.xml
173695,2025-04-01 12:09:49,"Common data platform on chemicals, establishing a monitoring and outlook framework for chemicals",ADOPTED,OLP_FIRST_READING,481,170,22,https://www.europarl.europa.eu/plenary/en/votes/173695.xml
173708,2025-04-02 12:32:41,Strengthening the security of identity cards of Union citizens and of residence documents issued to Union citizens and their family members exercising their right of free movement,ADOPTED,,377,279,16,https://www.europarl.europa.eu/plenary/en/votes/173708.xml
173801,2025-04-02 12:26:58,Guidelines for the 2026 budget – Section III,ADOPTED,,441,173,70,https://www.europarl.europa.eu/plenary/en/votes/173801.xml
173897,2025-04-02 13:41:03,Human rights and democracy in the world and the European Union’s policy on the matter – annual report 2024,ADOPTED,,390,116,126,https://www.europarl.europa.eu/plenary/en/votes/173897.xml
173903,2025-04-02 12:30:10,Protocol on the Implementation of the Fisheries Partnership Agreement between the European Community and the Republic of Guinea-Bissau (2024-2029) (Resolution),ADOPTED,,605,68,10,https://www.europarl.europa.eu/plenary/en/votes/173903.xml
174053,2025-04-02 13:22:11,Implementation of the common security and defence policy – annual report 2024,ADOPTED,,399,198,71,https://www.europarl.europa.eu/plenary/en/votes/174053.xml
174055,2025-04-01 12:27:15,Customs duties on imports of certain products originating in the USA,ADOPTED,OLP_FIRST_READING,593,7,35,https://www.europarl.europa.eu/plenary/en/votes/174055.xml
174220,2025-04-02 13:01:14,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,378,188,105,https://www.europarl.europa.eu/plenary/en/votes/174220.xml
174273,2025-04-01 12:25:50,Macro-financial assistance to Egypt,ADOPTED,OLP_FIRST_READING,452,182,40,https://www.europarl.europa.eu/plenary/en/votes/174273.xml
174285,2025-03-31 17:14:51,Tuesday's agenda – Request by the Verts/ALE Group,REJECTED,,82,357,11,https://www.europarl.europa.eu/plenary/en/votes/174285.xml
174286,2025-03-31 17:15:34,Tuesday's agenda – Request by the PfE Group,REJECTED,,118,326,7,https://www.europarl.europa.eu/plenary/en/votes/174286.xml
174287,2025-03-31 17:18:40,Tuesday's agenda – Request by the The Left Group,REJECTED,,110,335,6,https://www.europarl.europa.eu/plenary/en/votes/174287.xml
174288,2025-04-01 12:07:25,Amending Directives (EU) 2022/2464 and (EU) 2024/1760 as regards the dates from which Member States are to apply certain corporate sustainability reporting and due diligence requirements,ADOPTED,OLP_FIRST_READING,427,221,14,https://www.europarl.europa.eu/plenary/en/votes/174288.xml
174290,2025-04-02 12:31:18,Strengthening the security of identity cards of Union citizens and of residence documents issued to Union citizens and their family members exercising their right of free movement,ADOPTED,,432,202,25,https://www.europarl.europa.eu/plenary/en/votes/174290.xml
174291,2025-04-02 12:31:30,Strengthening the security of identity cards of Union citizens and of residence documents issued to Union citizens and their family members exercising their right of free movement,REJECTED,,205,460,10,https://www.europarl.europa.eu/plenary/en/votes/174291.xml
174292,2025-04-02 12:31:44,Strengthening the security of identity cards of Union citizens and of residence documents issued to Union citizens and their family members exercising their right of free movement,REJECTED,,205,463,8,https://www.europarl.europa.eu/plenary/en/votes/174292.xml
174293,2025-04-02 12:31:53,Strengthening the security of identity cards of Union citizens and of residence documents issued to Union citizens and their family members exercising their right of free movement,REJECTED,,125,536,10,https://www.europarl.europa.eu/plenary/en/votes/174293.xml
174294,2025-04-02 12:32:03,Strengthening the security of identity cards of Union citizens and of residence documents issued to Union citizens and their family members exercising their right of free movement,REJECTED,,184,479,8,https://www.europarl.europa.eu/plenary/en/votes/174294.xml
174295,2025-04-02 12:32:18,Strengthening the security of identity cards of Union citizens and of residence documents issued to Union citizens and their family members exercising their right of free movement,REJECTED,,208,465,5,https://www.europarl.europa.eu/plenary/en/votes/174295.xml
174296,2025-04-02 12:29:51,Protocol on the Implementation of the Fisheries Partnership Agreement between the European Community and the Republic of Guinea-Bissau (2024-2029) (Resolution),REJECTED,,192,446,40,https://www.europarl.europa.eu/plenary/en/votes/174296.xml
174301,2025-04-01 12:18:30,Macro-financial assistance to Egypt,ADOPTED,OLP_FIRST_READING,434,234,3,https://www.europarl.europa.eu/plenary/en/votes/174301.xml
174305,2025-04-01 12:19:01,Macro-financial assistance to Egypt,ADOPTED,OLP_FIRST_READING,443,226,0,https://www.europarl.europa.eu/plenary/en/votes/174305.xml
174307,2025-04-01 12:19:17,Macro-financial assistance to Egypt,ADOPTED,OLP_FIRST_READING,423,232,19,https://www.europarl.europa.eu/plenary/en/votes/174307.xml
174310,2025-04-01 12:19:37,Macro-financial assistance to Egypt,ADOPTED,OLP_FIRST_READING,435,236,3,https://www.europarl.europa.eu/plenary/en/votes/174310.xml
174313,2025-04-01 12:19:57,Macro-financial assistance to Egypt,ADOPTED,OLP_FIRST_READING,439,232,3,https://www.europarl.europa.eu/plenary/en/votes/174313.xml
174314,2025-04-01 12:20:09,Macro-financial assistance to Egypt,REJECTED,OLP_FIRST_READING,247,288,133,https://www.europarl.europa.eu/plenary/en/votes/174314.xml
174315,2025-04-01 12:20:24,Macro-financial assistance to Egypt,REJECTED,OLP_FIRST_READING,305,332,33,https://www.europarl.europa.eu/plenary/en/votes/174315.xml
174316,2025-04-01 12:20:37,Macro-financial assistance to Egypt,REJECTED,OLP_FIRST_READING,235,387,51,https://www.europarl.europa.eu/plenary/en/votes/174316.xml
174317,2025-04-01 12:20:50,Macro-financial assistance to Egypt,ADOPTED,OLP_FIRST_READING,359,275,40,https://www.europarl.europa.eu/plenary/en/votes/174317.xml
174318,2025-04-01 12:21:03,Macro-financial assistance to Egypt,REJECTED,OLP_FIRST_READING,313,331,28,https://www.europarl.europa.eu/plenary/en/votes/174318.xml
174320,2025-04-01 12:21:18,Macro-financial assistance to Egypt,ADOPTED,OLP_FIRST_READING,646,7,21,https://www.europarl.europa.eu/plenary/en/votes/174320.xml
174321,2025-04-01 12:21:28,Macro-financial assistance to Egypt,ADOPTED,OLP_FIRST_READING,448,203,19,https://www.europarl.europa.eu/plenary/en/votes/174321.xml
174322,2025-04-01 12:21:39,Macro-financial assistance to Egypt,ADOPTED,OLP_FIRST_READING,575,60,24,https://www.europarl.europa.eu/plenary/en/votes/174322.xml
174323,2025-04-01 12:21:51,Macro-financial assistance to Egypt,REJECTED,OLP_FIRST_READING,301,338,37,https://www.europarl.europa.eu/plenary/en/votes/174323.xml
174324,2025-04-01 12:22:19,Macro-financial assistance to Egypt,REJECTED,OLP_FIRST_READING,294,328,52,https://www.europarl.europa.eu/plenary/en/votes/174324.xml
174325,2025-04-01 12:22:30,Macro-financial assistance to Egypt,REJECTED,OLP_FIRST_READING,301,326,45,https://www.europarl.europa.eu/plenary/en/votes/174325.xml
174326,2025-04-01 12:22:43,Macro-financial assistance to Egypt,REJECTED,OLP_FIRST_READING,227,390,57,https://www.europarl.europa.eu/plenary/en/votes/174326.xml
174327,2025-04-01 12:22:54,Macro-financial assistance to Egypt,REJECTED,OLP_FIRST_READING,134,416,120,https://www.europarl.europa.eu/plenary/en/votes/174327.xml
174328,2025-04-01 12:23:06,Macro-financial assistance to Egypt,REJECTED,OLP_FIRST_READING,228,413,30,https://www.europarl.europa.eu/plenary/en/votes/174328.xml
174329,2025-04-01 12:23:18,Macro-financial assistance to Egypt,REJECTED,OLP_FIRST_READING,217,409,40,https://www.europarl.europa.eu/plenary/en/votes/174329.xml
174330,2025-04-01 12:23:29,Macro-financial assistance to Egypt,ADOPTED,OLP_FIRST_READING,321,309,42,https://www.europarl.europa.eu/plenary/en/votes/174330.xml
174331,2025-04-01 12:23:50,Macro-financial assistance to Egypt,ADOPTED,OLP_FIRST_READING,327,247,102,https://www.europarl.europa.eu/plenary/en/votes/174331.xml
174332,2025-04-01 12:24:03,Macro-financial assistance to Egypt,ADOPTED,OLP_FIRST_READING,312,262,100,https://www.europarl.europa.eu/plenary/en/votes/174332.xml
174333,2025-04-01 12:24:16,Macro-financial assistance to Egypt,REJECTED,OLP_FIRST_READING,220,409,45,https://www.europarl.europa.eu/plenary/en/votes/174333.xml
174334,2025-04-01 12:24:57,Macro-financial assistance to Egypt,REJECTED,OLP_FIRST_READING,254,377,28,https://www.europarl.europa.eu/plenary/en/votes/174334.xml
174335,2025-04-01 12:25:08,Macro-financial assistance to Egypt,REJECTED,OLP_FIRST_READING,302,335,30,https://www.europarl.europa.eu/plenary/en/votes/174335.xml
174336,2025-04-01 12:25:20,Macro-financial assistance to Egypt,ADOPTED,OLP_FIRST_READING,327,311,37,https://www.europarl.europa.eu/plenary/en/votes/174336.xml
174337,2025-04-01 12:25:33,Macro-financial assistance to Egypt,REJECTED,OLP_FIRST_READING,232,389,49,https://www.europarl.europa.eu/plenary/en/votes/174337.xml
174339,2025-04-02 12:33:05,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,197,463,10,https://www.europarl.europa.eu/plenary/en/votes/174339.xml
174342,2025-04-02 12:34:01,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,548,60,64,https://www.europarl.europa.eu/plenary/en/votes/174342.xml
174343,2025-04-02 12:34:14,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,192,448,11,https://www.europarl.europa.eu/plenary/en/votes/174343.xml
174346,2025-04-02 12:34:29,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,282,340,46,https://www.europarl.europa.eu/plenary/en/votes/174346.xml
174347,2025-04-02 12:34:45,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,664,5,8,https://www.europarl.europa.eu/plenary/en/votes/174347.xml
174351,2025-04-02 12:35:05,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,172,445,22,https://www.europarl.europa.eu/plenary/en/votes/174351.xml
174355,2025-04-02 12:35:53,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,187,469,14,https://www.europarl.europa.eu/plenary/en/votes/174355.xml
174356,2025-04-02 12:36:04,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,528,61,85,https://www.europarl.europa.eu/plenary/en/votes/174356.xml
174363,2025-04-02 12:38:11,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,246,379,52,https://www.europarl.europa.eu/plenary/en/votes/174363.xml
174364,2025-04-02 12:38:24,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,130,463,77,https://www.europarl.europa.eu/plenary/en/votes/174364.xml
174369,2025-04-02 12:38:47,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,121,500,52,https://www.europarl.europa.eu/plenary/en/votes/174369.xml
174370,2025-04-02 12:38:57,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,70,565,38,https://www.europarl.europa.eu/plenary/en/votes/174370.xml
174371,2025-04-02 12:39:13,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,106,518,42,https://www.europarl.europa.eu/plenary/en/votes/174371.xml
174372,2025-04-02 12:39:26,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,102,486,40,https://www.europarl.europa.eu/plenary/en/votes/174372.xml
174373,2025-04-02 12:40:46,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,237,339,97,https://www.europarl.europa.eu/plenary/en/votes/174373.xml
174374,2025-04-02 12:40:57,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,185,445,20,https://www.europarl.europa.eu/plenary/en/votes/174374.xml
174378,2025-04-02 12:41:28,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,308,332,35,https://www.europarl.europa.eu/plenary/en/votes/174378.xml
174379,2025-04-02 12:41:40,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,290,339,33,https://www.europarl.europa.eu/plenary/en/votes/174379.xml
174381,2025-04-02 12:41:58,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,114,532,28,https://www.europarl.europa.eu/plenary/en/votes/174381.xml
174383,2025-04-02 12:42:26,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,406,227,39,https://www.europarl.europa.eu/plenary/en/votes/174383.xml
174384,2025-04-02 12:42:39,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,537,77,57,https://www.europarl.europa.eu/plenary/en/votes/174384.xml
174388,2025-04-02 12:43:02,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,114,517,40,https://www.europarl.europa.eu/plenary/en/votes/174388.xml
174389,2025-04-02 12:43:13,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,196,420,49,https://www.europarl.europa.eu/plenary/en/votes/174389.xml
174390,2025-04-02 12:43:24,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,258,347,69,https://www.europarl.europa.eu/plenary/en/votes/174390.xml
174394,2025-04-02 12:44:19,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,284,355,34,https://www.europarl.europa.eu/plenary/en/votes/174394.xml
174396,2025-04-02 12:44:36,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,603,31,45,https://www.europarl.europa.eu/plenary/en/votes/174396.xml
174397,2025-04-02 12:44:46,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,357,95,209,https://www.europarl.europa.eu/plenary/en/votes/174397.xml
174398,2025-04-02 12:44:56,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,571,43,57,https://www.europarl.europa.eu/plenary/en/votes/174398.xml
174399,2025-04-02 12:45:07,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,614,42,15,https://www.europarl.europa.eu/plenary/en/votes/174399.xml
174400,2025-04-02 12:45:18,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,509,39,119,https://www.europarl.europa.eu/plenary/en/votes/174400.xml
174401,2025-04-02 12:45:30,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,620,40,3,https://www.europarl.europa.eu/plenary/en/votes/174401.xml
174406,2025-04-02 12:46:10,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,451,140,74,https://www.europarl.europa.eu/plenary/en/votes/174406.xml
174407,2025-04-02 12:46:21,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,439,181,43,https://www.europarl.europa.eu/plenary/en/votes/174407.xml
174409,2025-04-02 12:46:55,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,291,335,42,https://www.europarl.europa.eu/plenary/en/votes/174409.xml
174413,2025-04-02 12:47:26,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,134,450,72,https://www.europarl.europa.eu/plenary/en/votes/174413.xml
174414,2025-04-02 12:47:40,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,239,409,23,https://www.europarl.europa.eu/plenary/en/votes/174414.xml
174415,2025-04-02 12:48:33,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,228,429,11,https://www.europarl.europa.eu/plenary/en/votes/174415.xml
174417,2025-04-02 12:48:55,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,205,403,71,https://www.europarl.europa.eu/plenary/en/votes/174417.xml
174420,2025-04-02 12:49:12,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,381,275,19,https://www.europarl.europa.eu/plenary/en/votes/174420.xml
174421,2025-04-02 12:49:23,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,239,418,16,https://www.europarl.europa.eu/plenary/en/votes/174421.xml
174423,2025-04-02 12:49:36,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,345,305,26,https://www.europarl.europa.eu/plenary/en/votes/174423.xml
174424,2025-04-02 12:49:48,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,547,81,39,https://www.europarl.europa.eu/plenary/en/votes/174424.xml
174425,2025-04-02 12:49:58,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,339,299,32,https://www.europarl.europa.eu/plenary/en/votes/174425.xml
174426,2025-04-02 12:50:10,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,369,267,41,https://www.europarl.europa.eu/plenary/en/votes/174426.xml
174427,2025-04-02 12:50:24,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,362,283,30,https://www.europarl.europa.eu/plenary/en/votes/174427.xml
174430,2025-04-02 12:50:53,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,415,251,11,https://www.europarl.europa.eu/plenary/en/votes/174430.xml
174431,2025-04-02 12:51:08,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,92,536,44,https://www.europarl.europa.eu/plenary/en/votes/174431.xml
174438,2025-04-02 12:52:02,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,196,445,30,https://www.europarl.europa.eu/plenary/en/votes/174438.xml
174439,2025-04-02 12:52:16,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,206,396,71,https://www.europarl.europa.eu/plenary/en/votes/174439.xml
174442,2025-04-02 12:52:48,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,410,238,29,https://www.europarl.europa.eu/plenary/en/votes/174442.xml
174443,2025-04-02 12:53:01,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,133,450,77,https://www.europarl.europa.eu/plenary/en/votes/174443.xml
174444,2025-04-02 12:53:24,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,194,472,11,https://www.europarl.europa.eu/plenary/en/votes/174444.xml
174446,2025-04-02 12:53:45,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,266,324,88,https://www.europarl.europa.eu/plenary/en/votes/174446.xml
174447,2025-04-02 12:54:00,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,230,320,125,https://www.europarl.europa.eu/plenary/en/votes/174447.xml
174448,2025-04-02 12:54:14,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,265,254,146,https://www.europarl.europa.eu/plenary/en/votes/174448.xml
174451,2025-04-02 12:54:31,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,127,480,60,https://www.europarl.europa.eu/plenary/en/votes/174451.xml
174452,2025-04-02 12:54:44,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,273,344,52,https://www.europarl.europa.eu/plenary/en/votes/174452.xml
174454,2025-04-02 12:55:04,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,349,288,29,https://www.europarl.europa.eu/plenary/en/votes/174454.xml
174455,2025-04-02 12:55:18,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,566,36,67,https://www.europarl.europa.eu/plenary/en/votes/174455.xml
174460,2025-04-02 12:56:06,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,242,404,22,https://www.europarl.europa.eu/plenary/en/votes/174460.xml
174468,2025-04-02 12:58:21,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,243,353,76,https://www.europarl.europa.eu/plenary/en/votes/174468.xml
174469,2025-04-02 12:58:42,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,237,340,95,https://www.europarl.europa.eu/plenary/en/votes/174469.xml
174470,2025-04-02 12:59:02,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,141,464,70,https://www.europarl.europa.eu/plenary/en/votes/174470.xml
174471,2025-04-02 12:59:13,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,92,554,23,https://www.europarl.europa.eu/plenary/en/votes/174471.xml
174472,2025-04-02 12:59:37,Implementation of the common foreign and security policy – annual report 2024,REJECTED,,75,533,58,https://www.europarl.europa.eu/plenary/en/votes/174472.xml
174473,2025-04-02 13:00:07,Implementation of the common foreign and security policy – annual report 2024,ADOPTED,,403,237,35,https://www.europarl.europa.eu/plenary/en/votes/174473.xml
174478,2025-04-02 13:22:41,Human rights and democracy in the world and the European Union’s policy on the matter – annual report 2024,REJECTED,,183,466,12,https://www.europarl.europa.eu/plenary/en/votes/174478.xml
174479,2025-04-02 13:23:00,Human rights and democracy in the world and the European Union’s policy on the matter – annual report 2024,REJECTED,,194,460,13,https://www.europarl.europa.eu/plenary/en/votes/174479.xml
174480,2025-04-02 13:25:11,Human rights and democracy in the world and the European Union’s policy on the matter – annual report 2024,REJECTED,,109,494,45,https://www.europarl.europa.eu/plenary/en/votes/174480.xml
174481,2025-04-02 13:25:25,Human rights and democracy in the world and the European Union’s policy on the matter – annual report 2024,REJECTED,,128,418,93,https://www.europarl.europa.eu/plenary/en/votes/174481.xml
174485,2025-04-02 13:25:48,Human rights and democracy in the world and the European Union’s policy on the matter – annual report 2024,REJECTED,,192,458,12,https://www.europarl.europa.eu/plenary/en/votes/174485.xml
174486,2025-04-02 13:26:09,Human rights and democracy in the world and the European Union’s policy on the matter – annual report 2024,REJECTED,,240,394,28,https://www.europarl.europa.eu/plenary/en/votes/174486.xml
174487,2025-04-02 13:26:22,Human rights and democracy in the world and the European Union’s policy on the matter – annual report 2024,REJECTED,,250,377,32,https://www.europarl.europa.eu/plenary/en/votes/174487.xml
174488,2025-04-02 13:26:33,Human rights and democracy in the world and the European Union’s policy on the matter – annual report 2024,REJECTED,,104,528,24,https://www.europarl.europa.eu/plenary/en/votes/174488.xml
174491,2025-04-02 13:26:52,Human rights and democracy in the world and the European Union’s policy on the matter – annual report 2024,ADOPTED,,410,241,10,https://www.europarl.europa.eu/plenary/en/votes/174491.xml
174492,2025-04-02 13:27:02,Human rights and democracy in the world and the European Union’s policy on the matter – annual report 2024,ADOPTED,,357,271,27,https://www.europarl.europa.eu/plenary/en/votes/174492.xml
174498,2025-04-02 13:27:55,Human rights and democracy in the world and the European Union’s policy on the matter – annual report 2024,ADOPTED,,566,51,45,https://www.europarl.europa.eu/plenary/en/votes/174498.xml
174499,2025-04-02 13:28:07,Human rights and democracy in the world and the European Union’s policy on the matter – annual report 2024,REJECTED,,190,422,46,https://www.europarl.europa.eu/plenary/en/votes/174499.xml
174503,2025-04-02 13:28:44,Human rights and democracy in the world and the European Union’s policy on the matter – annual report 2024,REJECTED,,180,468,14,https://www.europarl.europa.eu/plenary/en/votes/174503.xml
174506,2025-04-02 13:29:04,Human rights and democracy in the world and the European Union’s policy on the matter – annual report 2024,ADOPTED,,430,186,46,https://www.europarl.europa.eu/plenary/en/votes/174506.xml
